Price,Close,LogReturn
Ticker,AAPL,
Date,,
2024-05-06,180.8560333251953,-0.009148512164605428
2024-05-07,181.5427703857422,0.003789956674943419
2024-05-08,181.88119506835938,0.0018624241250388785
2024-05-09,183.70260620117188,0.009964479811479405
2024-05-10,182.43685913085938,-0.006914043595245451
2024-05-13,185.65602111816406,0.01749147693592642
2024-05-14,186.80215454101562,0.006154446944364866
2024-05-15,189.0845184326172,0.012144042901581208
2024-05-16,189.2041015625,0.0006322322562473619
2024-05-17,189.23399353027344,0.0001579754692944226
2024-05-20,190.40008544921875,0.006143260844247993
2024-05-21,191.70570373535156,0.006833831908609462
2024-05-22,190.2605438232422,-0.007566986963250858
2024-05-23,186.2540283203125,-0.021282930499225243
2024-05-24,189.3436279296875,0.016452015851747576
2024-05-28,189.3535919189453,5.2622457931315e-05
2024-05-29,189.65260314941406,0.0015778702110741602
2024-05-30,190.6492462158203,0.005241338424654251
2024-05-31,191.6060333251953,0.005006021675533584
2024-06-03,193.38006591796875,0.009216151715922397
2024-06-04,193.69898986816406,0.0016478495418203295
2024-06-05,195.21389770507812,0.007790513234314157
2024-06-06,193.82855224609375,-0.007121851688091251
2024-06-07,196.23048400878906,0.01231589016026154
2024-06-10,192.4730987548828,-0.01933350994190576
2024-06-11,206.45611572265625,0.07013147792191343
2024-06-12,212.35630798339844,0.028177686758104354
2024-06-13,213.52236938476562,0.005476039901613616
2024-06-14,211.77822875976562,-0.008201965434730512
2024-06-17,215.94422912597656,0.019480539472972142
2024-06-18,213.5721893310547,-0.011045277006011418
2024-06-20,208.97763061523438,-0.021747683160819976
2024-06-21,206.7949981689453,-0.010499260149686085
2024-06-24,207.44281005859375,0.003127731968904839
2024-06-25,208.36968994140625,0.004458170054909072
2024-06-26,212.5356903076172,0.01979607108885593
2024-06-27,213.3828582763672,0.003978080263363169
2024-06-28,209.91448974609375,-0.016387752806707314
2024-07-01,216.02395629882812,0.028689054217955864
2024-07-02,219.5321807861328,0.016109520948014315
2024-07-03,220.80789184570312,0.005794224545898252
2024-07-05,225.5818328857422,0.021389932573596806
2024-07-08,227.056884765625,0.006517591376598336
2024-07-09,227.9139862060547,0.003767724525009537
2024-07-10,232.19960021972656,0.018629043261477504
2024-07-11,226.80772399902344,-0.023494719848931197
2024-07-12,229.76776123046875,0.012966437311274804
2024-07-15,233.61483764648438,0.016604701241162593
2024-07-16,234.03343200683594,0.0017902107173682243
2024-07-17,228.1133270263672,-0.025621423148498124
2024-07-18,223.42906188964844,-0.02074858662227469
2024-07-19,223.5586395263672,0.0005797816805162136
2024-07-22,223.20980834960938,-0.0015615751260059426
2024-07-23,224.2563018798828,0.004677428812196777
2024-07-24,217.80795288085938,-0.029175878135798947
2024-07-25,216.76148986816406,-0.004816100408648748
2024-07-26,217.2299041748047,0.0021586349174637118
2024-07-29,217.50897216796875,0.0012838420793781532
2024-07-30,218.06710815429688,0.002562749962702419
2024-07-31,221.3361053466797,0.014879533898972438
2024-08-01,217.62855529785156,-0.016892650123625393
2024-08-02,219.12355041503906,0.006845993123024403
2024-08-05,208.5690155029297,-0.049365731812341676
2024-08-06,206.5358428955078,-0.009796025390799098
2024-08-07,209.11717224121094,0.012420756919218599
2024-08-08,212.59547424316406,0.01649645041769756
2024-08-09,215.51568603515625,0.01364251790129967
2024-08-12,217.0522918701172,0.007104604949250217
2024-08-13,220.78408813476562,0.017046946328814698
2024-08-14,221.23309326171875,0.0020316191328705493
2024-08-15,224.22650146484375,0.013439841891571297
2024-08-16,225.5535888671875,0.005901067130000776
2024-08-19,225.3939208984375,-0.0007081443935918581
2024-08-20,226.0125732421875,0.00274100057979897
2024-08-21,225.90281677246094,-0.0004857390312864346
2024-08-22,224.0369110107422,-0.008294072930435875
2024-08-23,226.3418426513672,0.010235615003603645
2024-08-26,226.68109130859375,0.0014977110217191272
2024-08-27,227.52923583984375,0.0037345937171613507
2024-08-28,225.99261474609375,-0.006776418696818179
2024-08-29,229.28536987304688,0.014465063772637421
2024-08-30,228.49710083007812,-0.003443861975940703
2024-09-03,222.28079223632812,-0.027582109878242066
2024-09-04,220.36500549316406,-0.00865612512409976
2024-09-05,221.8916473388672,0.006903900256664008
2024-09-06,220.33506774902344,-0.0070397647413981395
2024-09-09,220.4248809814453,0.0004075380892645038
2024-09-10,219.62661743164062,-0.0036280500273034384
2024-09-11,222.17103576660156,0.011518605628159585
2024-09-12,222.28079223632812,0.0004938959187133843
2024-09-13,222.01136779785156,-0.0012128256842595276
2024-09-16,215.84495544433594,-0.028168235783513407
2024-09-17,216.31390380859375,0.0021702600248984043
2024-09-18,220.20535278320312,0.017829921627724236
2024-09-19,228.3673858642578,0.03639514091948372
2024-09-20,227.6988525390625,-0.002931739943646299
2024-09-23,225.97265625,-0.007609931794704858
2024-09-24,226.8706817626953,0.003966169376964524
2024-09-25,225.8728790283203,-0.004407812440849207
2024-09-26,227.02035522460938,0.005067325209960724
2024-09-27,227.2897491455078,0.0011859474393442744
2024-09-30,232.48831176757812,0.02261432030275485
2024-10-01,225.71322631835938,-0.02957466836789881
2024-10-02,226.28196716308594,0.002516580499483809
2024-10-03,225.17440795898438,-0.0049066155099942
2024-10-04,226.30194091796875,0.004994880932335283
